customer_id,customer_name,email,phone,address,city,state,zip_code,country,signup_date,customer_segment
CUST-10019,Peter Kelly,peter.kelly745@bizmail.io,+1-358-394-5861,3666 Main St,Greenville,SC,96752,United States,2024-01-16,Consumer
CUST-10020,Isabella Watson,isabella.watson524@outlook.com,+1-258-720-2312,3144 Oak Ave,Syracuse,NY,72493,United States,2026-02-03,Consumer
CUST-10021,Jacob Russell,jacob.russell602@gmail.com,+1-834-283-7868,9662 Highland Dr,Sparks,NV,42271,United States,2025-09-28,Consumer
CUST-10022,Timothy Watson,timothy.watson697@hotmail.com,+1-668-523-2188,252 Park Blvd,Durham,NC,27154,United States,2025-01-28,Consumer
CUST-10023,Margaret Jackson,margaret.jackson145@proton.me,+1-270-450-7054,4769 Maple Rd,Akron,OH,44760,United States,2023-05-26,Consumer
CUST-10024,Nicole Olson,nicole.olson316@yahoo.com,+1-337-470-2891,1853 Lakeview Ave,Fresno,CA,82692,United States,2023-06-13,Consumer
CUST-10025,Bryan Turner,bryan.turner883@hotmail.com,+1-717-700-5114,932 Oak Ave,Dayton,OH,93130,United States,2024-06-28,Consumer
CUST-10026,Barbara Smith,barbara.smith278@outlook.com,+1-959-652-8007,9289 Main St,Baton Rouge,LA,93507,United States,2024-07-17,Consumer
CUST-10027,Wayne Hill,wayne.hill575@outlook.com,+1-640-330-1685,5150 Elm St,Rochester,NY,86350,United States,2023-05-10,Corporate
CUST-10028,David Alvarez,david.alvarez115@proton.me,+1-998-773-7658,2632 Cedar Blvd,Saint Paul,MN,97416,United States,2025-03-27,Corporate
CUST-10029,Amanda Bell,amanda.bell811@corporate.com,+1-885-952-5065,4471 Maple Rd,Scranton,PA,53540,United States,2026-04-11,Corporate
CUST-10030,  Elizabeth Reynolds  ,elizabeth.reynolds322@icloud.com,+1-428-224-4164,6628 Elm St,Toledo,OH,55830,United States,2025-03-02,Consumer
CUST-10031,Alexis Bailey,alexis.bailey705@proton.me,+1-228-318-5279,3025 Highland Dr,Lakewood,CO,62386,United States,2024-06-11,Small Business
CUST-10032,Betty Tucker,betty.tucker630@yahoo.com,,4273 Main St,Chesapeake,VA,67199,United States,2023-12-24,Corporate
CUST-10033,Jacqueline Gomez,jacqueline.gomez952@proton.me,+1-838-521-3041,5020 Sunset Way,Phoenix,AZ,97062,United States,2024-05-16,Consumer
CUST-10034,Diane Ramos,diane.ramos690@corporate.com,+1-893-966-3851,9424 Pine St,Aurora,IL,65108,United States,2023-04-22,Consumer
CUST-10035,Nicole Kelly,nicole.kelly680@proton.me,+1-676-652-8244,3601 Sunset Way,Scottsdale,AZ,89516,United States,2025-03-27,Consumer
CUST-10036,Russell Baker,russell.baker658@proton.me,+1-295-969-4848,5185 Cedar Blvd,Ann Arbor,MI,97012,United States,2025-12-09,Corporate
CUST-10037,Barbara Morales,barbara.morales434@icloud.com,+1-935-913-7291,8199 Washington Ave,Milwaukee,WI,69692,United States,2023-10-01,Consumer
CUST-10038,Mary Ramirez,mary.ramirez485@gmail.com,+1-770-455-2988,7578 Maple Rd,Augusta,GA,77889,United States,2024-01-12,Corporate
CUST-10039,Ann Tucker,ann.tucker844@corporate.com,+1-761-656-3607,7877 Park Blvd,North Las Vegas,NV,90301,United States,2024-08-20,Consumer
CUST-10040,Julia Peterson,julia.peterson460@yahoo.com,+1-930-492-4841,4551 Elm St,Memphis,TN,45992,United States,2023-06-29,Consumer
CUST-10041,Emily Hill,emily.hill75@corporate.com,+1-617-538-9890,7733 Washington Ave,Spokane,WA,38043,United States,2025-02-12,Consumer
CUST-10042,Maria Chen,maria.chen498@gmail.com,+1-560-505-7389,6965 Sunset Way,Edmond,OK,59857,United States,2026-04-21,Corporate
CUST-10043,Bryan Cruz,bryan.cruz507@gmail.com,+1-598-544-7624,2804 Park Blvd,Columbus,GA,67125,United States,2023-09-05,Small Business
CUST-10044,Gerald Miller,gerald.miller37@yahoo.com,+1-858-638-3223,7664 Maple Rd,Bowie,MD,96900,United States,2024-03-16,Consumer
CUST-10045,Jason Patterson,jason.patterson780@corporate.com,+1-458-283-8705,417 Lakeview Ave,Elizabeth,NJ,46471,United States,2024-07-31,Consumer
CUST-10046,Rachel Edwards,rachel.edwards982@icloud.com,+1-404-220-3496,4008 Maple Rd,New Orleans,LA,14067,United States,2026-01-11,Consumer
CUST-10047,Sharon Graham,sharon.graham630@yahoo.com,+1-996-367-6096,1871 Highland Dr,Shreveport,LA,31992,United States,2024-12-23,Consumer
CUST-10048,Marilyn Long,marilyn.long616@icloud.com,+1-304-913-5941,9937 Oak Ave,Henderson,NV,19961,United States,2024-03-10,Corporate
CUST-10049,David Ruiz,david.ruiz80@proton.me,+1-212-630-9031,1829 Washington Ave,Glendale,AZ,58571,United States,2023-06-05,Small Business
CUST-10050,Christina Flores,christina.flores998@hotmail.com,+1-830-751-8921,7716 Washington Ave,Scranton,PA,78386,United States,2023-12-22,Corporate
CUST-10051,Samuel Morales,samuel.morales778@bizmail.io,+1-783-824-7209,5611 Main St,Durham,NC,41963,United States,2025-12-05,Consumer
CUST-10052,Jeremy Diaz,jeremy.diaz296@hotmail.com,+1-769-210-9464,3230 Oak Ave,Bowling Green,KY,54608,United States,2024-06-04,Consumer
CUST-10053,Sean Morris,sean.morris821@gmail.com,+1-295-501-4630,6725 Lakeview Ave,Fort Collins,CO,68743,United States,2023-09-29,Consumer
CUST-10054,Jack Griffin,jack.griffin773@proton.me,+1-560-919-8434,4538 Pine St,Evansville,IN,65771,United States,2023-04-24,Consumer
CUST-10055,Deborah Watson,deborah.watson206@icloud.com,+1-956-695-5530,9759 Sunset Way,Tuscaloosa,AL,34267,United States,2025-09-29,Consumer
CUST-10056,Deborah Ramos,deborah.ramos24@outlook.com,+1-480-246-1893,9166 Pine St,Norfolk,VA,49618,United States,2025-02-20,Consumer
CUST-10057,Philip Cole,philip.cole301@bizmail.io,+1-690-651-6582,3120 Main St,Oklahoma City,OK,85243,United States,2025-11-02,Consumer
CUST-10058,Sandra Taylor,sandra.taylor654@gmail.com,+1-355-352-5978,1495 Cedar Blvd,Nashville,TN,85631,United States,2024-03-02,Consumer
CUST-10059,Alice Tucker,alice.tucker471@bizmail.io,+1-504-802-8025,5103 Highland Dr,Lake Charles,LA,59856,United States,2025-02-23,Consumer
CUST-10060,Natalie Sanchez,natalie.sanchez686@yahoo.com,+1-360-445-3847,9143 Oak Ave,Colorado Springs,CO,44687,United States,2025-04-01,Consumer
CUST-10061,Wayne Tucker,wayne.tucker305@hotmail.com,+1-919-664-2166,3924 Pine St,Detroit,MI,40340,United States,2023-10-12,Corporate
CUST-10062,Denise Gomez,denise.gomez673@outlook.com,+1-472-345-2169,1077 Maple Rd,St. Petersburg,FL,39466,United States,2024-01-12,Corporate
CUST-10063,Teresa Kelly,teresa.kelly726@corporate.com,+1-478-712-9847,8190 Park Blvd,Jacksonville,FL,,United States,2023-12-14,Consumer
CUST-10064,Nathan Chavez,nathan.chavez994@gmail.com,+1-983-888-5415,9541 Main St,Los Angeles,CA,40005,United States,2025-01-04,Corporate
CUST-10065,Roger Dixon,roger.dixon609@corporate.com,+1-850-703-2494,7800 Elm St,Provo,UT,33788,United States,2023-12-08,Consumer
CUST-10066,Anthony Adams,anthony.adams305@corporate.com,+1-978-763-1601,7551 Oak Ave,Glendale,AZ,74942,United States,2024-07-25,Consumer
CUST-10067,Alexis Russell,alexis.russell900@bizmail.io,+1-623-255-4073,8594 Elm St,Portland,OR,96200,United States,2023-07-13,Consumer
CUST-10068,Olivia Wilson,olivia.wilson959@hotmail.com,+1-648-915-8941,2089 Main St,Winston-Salem,NC,27172,United States,2025-04-10,Small Business
CUST-10069,Kathleen Green,kathleen.green427@yahoo.com,+1-430-316-8560,2024 Broadway,Kansas City,MO,82384,United States,2024-09-02,Corporate
CUST-10070,Marie Howard,marie.howard864@bizmail.io,+1-683-449-8483,9131 Maple Rd,North Charleston,SC,64459,United States,2023-07-24,Consumer
CUST-10071,Christian Wright,christian.wright966@hotmail.com,+1-202-489-5891,9716 Highland Dr,Durham,NC,54548,United States,2026-01-09,Small Business
CUST-10072,Joshua Romero,joshua.romero575@corporate.com,+1-666-529-4090,4012 Highland Dr,Knoxville,TN,53573,United States,2023-05-24,Consumer
CUST-10073,Virginia Lopez,virginia.lopez405@outlook.com,+1-707-237-3068,8329 Highland Dr,Mobile,AL,59968,United States,2024-08-18,Consumer
CUST-10074,Douglas Sanchez,douglas.sanchez749@outlook.com,+1-619-870-3529,1325 Park Blvd,West Jordan,UT,12011,United States,2023-06-19,Corporate
CUST-10075,Doris Jenkins,doris.jenkins889@corporate.com,+1-524-841-8994,8964 Main St,Norman,OK,98389,United States,2025-12-18,Consumer
CUST-10076,Beverly Kelly,beverly.kelly110@yahoo.com,+1-654-370-5906,574 Main St,huntsville,AL,66881,United States,2025-02-20,Consumer
CUST-10077,Nathan Nguyen,nathan.nguyen708@outlook.com,+1-374-379-2293,6367 Highland Dr,South Bend,IN,84177,United States,2025-01-16,Consumer
CUST-10078,Sara Torres,sara.torres271@gmail.com,+1-676-494-9955,2688 Oak Ave,Springfield,MA,70236,United States,2025-02-10,Consumer
CUST-10079,Jesse Kim,jesse.kim875@hotmail.com,+1-403-593-8916,1847 Cedar Blvd,North Charleston,SC,69878,United States,2024-01-14,Consumer
CUST-10080,Pamela Ramos,pamela.ramos18@gmail.com,+1-820-963-9138,4789 Cedar Blvd,Gresham,OR,45976,United States,2026-04-17,Consumer
CUST-10081,Albert Carter,albert.carter109@gmail.com,+1-516-651-1546,9595 Elm St,Saint Paul,MN,92345,United States,2025-01-03,Corporate
CUST-10082,Pamela Wood,pamela.wood815@proton.me,+1-743-713-5465,2795 Pine St,Pittsburgh,PA,27322,United States,2024-02-01,Small Business
CUST-10083,Pamela Gray,pamela.gray782@icloud.com,+1-892-941-7511,9231 Elm St,Boston,MA,28449,United States,2025-10-08,Consumer
CUST-10084,Angela Castro,angela.castro776@hotmail.com,+1-798-590-7086,1875 Broadway,Springfield,MA,,United States,2025-09-20,Consumer
CUST-10085,Ann Wood,ann.wood853@bizmail.io,+1-917-509-7689,2011 Maple Rd,Denver,CO,,United States,2025-03-04,Consumer
CUST-10086,Harold Robinson,harold.robinson407@bizmail.io,+1-579-886-9850,6966 Highland Dr,Savannah,GA,27781,United States,2025-11-13,Corporate
CUST-10087,Adam Munoz,adam.munoz427@hotmail.com,+1-233-906-7070,3659 Park Blvd,Gresham,OR,90694,United States,2025-11-10,Consumer
CUST-10088,Raymond Sanchez,raymond.sanchez417@hotmail.com,+1-394-325-8450,1601 Broadway,Springfield,MO,17936,United States,2024-05-09,Consumer
CUST-10089,Jennifer Gonzalez,jennifer.gonzalez220@yahoo.com,+1-983-767-4394,9707 Cedar Blvd,Augusta,GA,84000,United States,2024-07-17,Corporate
CUST-10090,Bradley Nguyen,bradley.nguyen563@hotmail.com,+1-378-312-1422,2259 Main St,Raleigh,NC,27038,United States,2026-05-26,Consumer
CUST-10091,Jesse Chavez,jesse.chavez139@corporate.com,+1-738-316-2041,7902 Park Blvd,Allentown,PA,16868,United States,2026-04-29,Corporate
CUST-10092,Betty Jordan,betty.jordan754@hotmail.com,+1-669-858-1510,1096 Park Blvd,Savannah,GA,15683,United States,2023-08-04,Corporate
CUST-10093,Betty Cole,betty.cole632@outlook.com,+1-267-329-5505,9690 Sunset Way,Houston,TX,52219,United States,2023-12-05,Corporate
CUST-10094,Dylan Murray,dylan.murray450@yahoo.com,+1-918-317-4522,7146 Park Blvd,Lowell,MA,89354,United States,2024-10-05,Corporate
CUST-10095,  Peter Perry  ,peter.perry447@proton.me,+1-881-461-7132,2600 Broadway,Huntsville,AL,50966,United States,2024-01-31,Small Business
CUST-10096,Nancy White,nancy.white841@outlook.com,+1-769-261-6400,2102 Washington Ave,Tallahassee,FL,58843,United States,2023-12-29,Consumer
CUST-10097,Philip Henderson,philip.henderson329@proton.me,+1-306-791-9313,3585 Maple Rd,Reno,NV,88696,United States,2026-02-15,Consumer
CUST-10098,Betty Hughes,betty.hughes597@icloud.com,+1-639-774-1430,4481 Main St,Virginia Beach,VA,46512,United States,2023-04-18,Consumer
CUST-10099,Emma Gray,emma.gray589@corporate.com,+1-271-345-1502,1603 Lakeview Ave,San Francisco,CA,28776,United States,2024-06-12,Consumer
CUST-10100,Peter Mendoza,peter.mendoza805@yahoo.com,+1-253-359-3579,915 Broadway,Chesapeake,VA,52517,United States,2025-07-13,Consumer
CUST-10101,Henry West,henry.west783@yahoo.com,+1-553-640-2816,4740 Broadway,Mesa,AZ,38255,United States,2023-12-08,Consumer
CUST-10102,Logan Ward,logan.ward66@gmail.com,+1-409-508-4460,2348 Pine St,Macon,GA,88554,United States,2026-02-27,Consumer
CUST-10103,Megan Gonzales,megan.gonzales730@icloud.com,+1-712-772-6802,1280 Washington Ave,joliet,IL,79806,United States,2025-06-06,Corporate
CUST-10104,Karen Watson,karen.watson437@hotmail.com,+1-317-614-1341,5421 Maple Rd,Gaithersburg,MD,93904,United States,2024-01-03,Corporate
CUST-10105,Wayne Castillo,wayne.castillo456@corporate.com,+1-736-280-7484,5183 Lakeview Ave,Phoenix,AZ,41891,United States,2025-12-02,Consumer
CUST-10106,Carol Martin,carol.martin532@icloud.com,+1-994-557-6752,2519 Cedar Blvd,Denver,CO,79547,United States,2023-07-21,Consumer
CUST-10107,Brian Burns,brian.burns984@bizmail.io,+1-675-972-8354,9348 Broadway,New Orleans,LA,33218,United States,2025-07-22,Consumer
CUST-10108,Billy Watson,billy.watson462@hotmail.com,+1-481-805-1920,5866 Sunset Way,Boston,MA,71462,United States,2025-07-26,Consumer
CUST-10109,Elizabeth Anderson,elizabeth.anderson670@yahoo.com,+1-829-808-9307,6399 Park Blvd,Eugene,OR,20057,United States,2024-05-06,Consumer
CUST-10110,Natalie Hernandez,natalie.hernandez202@proton.me,+1-819-687-9214,2571 Main St,Orem,UT,95437,United States,2023-11-22,Consumer
CUST-10111,Debra Perez,debra.perez263@bizmail.io,+1-649-736-9564,2700 Elm St,Colorado Springs,CO,15130,United States,2023-08-02,Consumer
CUST-10112,Jose Gray,jose.gray347@yahoo.com,+1-771-894-7333,4755 Pine St,Bowling Green,KY,18639,United States,2026-02-13,Corporate
CUST-10113,Bryan Hill,bryan.hill154@proton.me,+1-517-871-7421,2212 Highland Dr,Fort Worth,TX,96980,United States,2024-07-18,Corporate
CUST-10114,Ann Long,ann.long729@yahoo.com,+1-861-886-7937,8431 Elm St,Salem,OR,97833,United States,2024-07-28,Consumer
CUST-10115,Jason Mendoza,jason.mendoza168@yahoo.com,+1-502-303-9317,8943 Lakeview Ave,Cleveland,OH,,United States,2023-09-09,Corporate
CUST-10116,Alexander Porter,alexander.porter176@outlook.com,+1-909-989-3712,7270 Main St,Kenosha,WI,30218,United States,2025-09-05,Consumer
CUST-10117,Jacob Simmons,jacob.simmons556@icloud.com,+1-516-680-4178,6126 Broadway,Lafayette,LA,40671,United States,2024-10-25,Small Business
CUST-10118,Kyle Reed,kyle.reed999@outlook.com,+1-404-819-3267,4196 Main St,Carmel,IN,64874,United States,2024-04-09,Consumer
CUST-10119,Gloria Clark,gloria.clark95@outlook.com,+1-479-660-9410,2514 Washington Ave,Oklahoma City,OK,47363,United States,2023-07-10,Consumer
CUST-10120,Kelly Hughes,kelly.hughes524@proton.me,+1-441-595-2337,6242 Cedar Blvd,Phoenix,AZ,61964,United States,2026-04-07,Consumer
CUST-10121,Randy Dixon,randy.dixon49@hotmail.com,+1-683-912-3273,7785 Park Blvd,Lexington,KY,28035,United States,2024-07-14,Consumer
CUST-10122,Robert Rogers,robert.rogers972@corporate.com,+1-313-994-5720,3993 Pine St,Salem,OR,81932,United States,2025-03-16,Consumer
CUST-10123,Julia Hunter,julia.hunter621@gmail.com,+1-847-727-4963,2452 Pine St,Houston,TX,75513,United States,2023-11-07,Consumer
CUST-10124,Kathleen Wells,kathleen.wells97@proton.me,+1-269-738-9914,8412 Sunset Way,Scranton,PA,97584,United States,2024-01-29,Consumer
CUST-10125,Walter Lopez,walter.lopez375@yahoo.com,+1-553-446-2698,9633 Lakeview Ave,Chesapeake,VA,12128,United States,2024-03-30,Corporate
CUST-10126,Patrick Owens,patrick.owens485@bizmail.io,+1-846-386-3209,1133 Lakeview Ave,Salem,OR,99742,United States,2024-07-07,Corporate
CUST-10127,Pamela Phillips,pamela.phillips333@hotmail.com,+1-727-607-9897,7856 Pine St,Lexington,KY,15492,United States,2026-03-03,Consumer
CUST-10128,Brenda Alvarez,brenda.alvarez137@proton.me,+1-647-609-8204,6434 Elm St,Norman,OK,45811,United States,2026-02-23,Small Business
CUST-10129,Megan Patel,megan.patel90@corporate.com,+1-816-384-9937,4913 Elm St,Charlotte,NC,65640,United States,2023-07-03,Consumer
CUST-10130,Pamela Ward,pamela.ward716@bizmail.io,+1-559-657-1693,5876 Highland Dr,Kenosha,WI,31842,United States,2023-11-30,Small Business
CUST-10131,Joseph Martin,joseph.martin173@gmail.com,+1-346-822-8179,670 Maple Rd,Newport News,VA,99051,United States,2024-02-20,Consumer
CUST-10132,Carolyn Castillo,carolyn.castillo629@outlook.com,+1-895-660-7077,6195 Park Blvd,Sparks,NV,14244,United States,2024-04-07,Corporate
CUST-10133,Martha Sanders,martha.sanders993@yahoo.com,+1-226-953-4048,8276 Sunset Way,Paterson,NJ,42717,United States,2024-03-07,Consumer
CUST-10134,Angela Gutierrez,angela.gutierrez720@bizmail.io,+1-404-325-3223,1313 Park Blvd,Akron,OH,47431,United States,2023-11-30,Consumer
CUST-10135,Daniel Brooks,daniel.brooks565@hotmail.com,+1-507-361-3852,6022 Sunset Way,Charleston,SC,82089,United States,2024-06-19,Consumer
CUST-10136,Emily Stewart,emily.stewart596@proton.me,+1-678-764-3126,1512 Oak Ave,San Diego,CA,82616,United States,2023-08-24,Consumer
CUST-10137,Eugene Wallace,eugene.wallace85@outlook.com,+1-524-857-2215,7472 Park Blvd,Chandler,AZ,85353,United States,2023-06-20,Consumer
CUST-10138,Kayla Fernandez,kayla.fernandez524@gmail.com,+1-327-730-3507,5082 Maple Rd,Baton Rouge,LA,66704,United States,2025-05-24,Consumer
CUST-10139,Laura Ruiz,laura.ruiz266@icloud.com,+1-850-764-5496,2150 Broadway,Stamford,CT,20336,United States,2023-07-04,Consumer
CUST-10140,Keith Snyder,keith.snyder185@proton.me,+1-777-242-1464,1430 Main St,Bowie,MD,30210,United States,2025-06-20,Small Business
CUST-10141,Angela Dixon,angela.dixon642@gmail.com,+1-709-842-9938,4845 Broadway,Lake Charles,LA,64602,United States,2025-03-26,Small Business
CUST-10142,Beverly Russell,beverly.russell171@bizmail.io,+1-625-695-8609,3442 Elm St,Boston,MA,17852,United States,2024-09-29,Consumer
CUST-10143,Marie Brooks,marie.brooks537@yahoo.com,+1-526-447-8642,2107 Pine St,Spokane,WA,58567,United States,2024-06-23,Consumer
CUST-10144,Richard Howard,richard.howard264@outlook.com,+1-535-791-6123,3210 Maple Rd,Edmond,OK,64805,United States,2024-04-05,Consumer
CUST-10145,Megan Ward,megan.ward527@bizmail.io,+1-446-420-6781,897 Main St,Los Angeles,CA,61543,United States,2023-08-17,Consumer
CUST-10146,Grace Reynolds,grace.reynolds451@outlook.com,+1-470-944-6992,6706 Elm St,KANSAS CITY,MO,24089,United States,2024-10-23,Consumer
CUST-10147,Raymond Fernandez,raymond.fernandez471@hotmail.com,+1-838-896-2946,2208 Oak Ave,Austin,TX,76093,United States,2024-10-17,Consumer
CUST-10148,Alexander Mcdonald,alexander.mcdonald626@corporate.com,+1-712-241-1742,737 Maple Rd,Baton Rouge,LA,36090,United States,2024-05-13,Corporate
CUST-10149,Roger Patterson,roger.patterson345@proton.me,+1-366-602-5902,9827 Elm St,Racine,WI,28321,United States,2025-07-30,Consumer
CUST-10150,Judith Washington,judith.washington349@yahoo.com,+1-626-797-6040,536 Highland Dr,Nashville,TN,58281,United States,2024-09-25,Consumer
CUST-10151,Bradley Henry,bradley.henry501@outlook.com,+1-736-844-7229,2521 Broadway,Huntsville,AL,86483,United States,2025-02-19,Consumer
CUST-10152,Theresa Lewis,theresa.lewis438@outlook.com,+1-622-907-4340,6823 Sunset Way,San Jose,CA,51116,United States,2025-05-06,Corporate
CUST-10153,Russell Thomas,russell.thomas342@bizmail.io,+1-738-585-6140,2937 Park Blvd,Fort Wayne,IN,83516,United States,2025-08-22,Small Business
CUST-10154,Patrick Snyder,patrick.snyder990@icloud.com,+1-485-771-5890,3784 Pine St,Kenosha,WI,35200,United States,2024-12-06,Corporate
CUST-10155,Wayne Cole,wayne.cole966@hotmail.com,+1-494-324-9899,6320 Washington Ave,Knoxville,TN,83464,United States,2024-08-20,Corporate
CUST-10156,Donna Howard,donna.howard956@bizmail.io,+1-871-462-8849,3605 Cedar Blvd,Detroit,MI,55398,United States,2026-03-06,Corporate
CUST-10157,Ann Cooper,ann.cooper255@icloud.com,+1-251-885-9700,3797 Broadway,St. Petersburg,FL,86917,United States,2025-08-23,Consumer
CUST-10158,Gregory Reynolds,gregory.reynolds997@outlook.com,+1-616-868-8793,7922 Broadway,Saint Paul,MN,10679,United States,2025-11-07,Consumer
CUST-10159,Samuel Kelly,samuel.kelly597@icloud.com,+1-747-956-1611,2968 Washington Ave,Salt Lake City,UT,95498,United States,2026-01-30,Corporate
CUST-10160,Elizabeth Jenkins,elizabeth.jenkins907@gmail.com,+1-209-505-2758,5589 Pine St,Scranton,PA,47941,United States,2023-08-21,Consumer
CUST-10161,Noah Hayes,noah.hayes289@icloud.com,+1-315-538-3662,7618 Broadway,Edmond,OK,71344,United States,2025-08-30,Consumer
CUST-10162,Russell Gray,russell.gray635@corporate.com,+1-637-727-6372,1521 Washington Ave,Frederick,MD,33002,United States,2024-10-04,Consumer
CUST-10163,Emily Wallace,emily.wallace277@corporate.com,+1-441-657-5374,5500 Pine St,West Valley City,UT,10895,United States,2024-08-07,Consumer
CUST-10164,Eric Munoz,eric.munoz693@yahoo.com,+1-676-514-3616,6742 Broadway,Columbia,SC,18142,United States,2024-05-25,Consumer
CUST-10165,Ralph Richardson,ralph.richardson639@icloud.com,+1-424-336-8834,2609 Park Blvd,Aurora,CO,58174,United States,2025-10-03,Corporate
CUST-10166,Adam Harrison,adam.harrison855@icloud.com,+1-980-453-2341,8709 Park Blvd,Lake Charles,LA,97044,United States,2023-10-10,Consumer
CUST-10167,Austin Lewis,austin.lewis217@outlook.com,+1-368-535-9525,7339 Oak Ave,Hillsboro,OR,76255,United States,2026-01-25,Consumer
CUST-10168,Judith White,judith.white145@corporate.com,+1-667-777-1945,9255 Park Blvd,Boston,MA,69432,United States,2023-07-21,Consumer
CUST-10169,Jennifer Jenkins,jennifer.jenkins602@yahoo.com,+1-246-633-6644,1144 Sunset Way,Portland,OR,38560,United States,2024-12-26,Small Business
CUST-10170,Sarah Reynolds,sarah.reynolds797@outlook.com,+1-984-856-7887,6235 Washington Ave,Sterling Heights,MI,33590,United States,2026-03-28,Consumer
CUST-10171,Dennis Long,dennis.long679@proton.me,+1-321-382-9802,6539 Sunset Way,Duluth,MN,27431,United States,2025-12-18,Consumer
CUST-10172,James Garcia,james.garcia554@corporate.com,+1-435-453-8546,5771 Maple Rd,Lowell,MA,65591,United States,2024-09-27,Consumer
CUST-10173,Diana Lewis,diana.lewis794@gmail.com,+1-446-411-2102,1753 Highland Dr,Owensboro,KY,90599,United States,2026-03-27,Consumer
CUST-10174,Ralph Gonzalez,ralph.gonzalez459@icloud.com,+1-752-422-1924,2395 Sunset Way,Huntsville,AL,62725,United States,2025-01-15,Small Business
CUST-10175,Brittany Vargas,brittany.vargas848@proton.me,+1-442-509-3347,8640 Cedar Blvd,Bowie,MD,98150,United States,2024-08-16,Consumer
CUST-10176,Sean Webb,sean.webb517@gmail.com,+1-552-858-7244,8692 Elm St,Fort Collins,CO,82856,United States,2025-06-07,Consumer
CUST-10177,Scott Long,scott.long256@icloud.com,+1-507-924-3365,7686 Main St,Lake Charles,LA,72065,United States,2025-05-20,Consumer
CUST-10178,Sean Murray,sean.murray218@proton.me,+1-862-280-8369,6179 Oak Ave,Spokane,WA,43422,United States,2025-08-30,Consumer
CUST-10179,Susan Morgan,susan.morgan50@yahoo.com,+1-392-979-4555,7954 Cedar Blvd,Duluth,MN,89026,United States,2024-04-19,Corporate
CUST-10180,Patricia Diaz,patricia.diaz946@icloud.com,+1-912-818-4350,6598 Cedar Blvd,Las Vegas,NV,72773,United States,2025-05-07,Consumer
CUST-10181,Ruth Graham,ruth.graham277@proton.me,+1-725-709-8635,1715 Lakeview Ave,Aurora,CO,50425,United States,2023-06-04,Consumer
CUST-10182,Timothy Patel,timothy.patel894@icloud.com,+1-959-349-1265,4372 Sunset Way,Phoenix,AZ,83731,United States,2024-08-29,Small Business
CUST-10183,Adam Ramos,adam.ramos398@icloud.com,+1-711-763-6530,4316 Park Blvd,Cincinnati,OH,40149,United States,2025-07-23,Small Business
